target;ids;date;user;text
0;1,32654E+18;11/11/2020 14:45;JulianEst25;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32654E+18;11/11/2020 14:44;maomontenegro;CaracolRadio A pero si le gusta que obliguen a la gente a comer carne a tumbar bosques y selvas para pastoreo a
0;1,32654E+18;11/11/2020 14:44;FernandoBurNova;RT PauloAbrao Al menos 8 jvenes detenidos en una estacin de la polica de una ciudad del centro de Colombia murieron despus de sufrir
0;1,32654E+18;11/11/2020 14:44;urbano_noticias;PueblaSin huellas de violencia a simple vista cadver de nio Juan Pablo reportado como desaparecido es enco
0;1,32654E+18;11/11/2020 14:42;caradur42214541;RT luisyepesb As como debemos atender hoy los reclamos de papicultores hay que seguir apoyando iniciativas de pequeos cultivadores del
0;1,32654E+18;11/11/2020 14:42;CapitandeMar27;RT UltimaHoraGro Violencia Acapulco Hallan ejecutado a presunto abogado en la cajuela de un auto
0;1,32653E+18;11/11/2020 14:38;Lorelain36;RT Luar5901 DOS MUY MALOS HIJOS D LA PatriaGrande Presidente Brasil dice q la nacin deba dejar d ser un pas d maricones ante cor
0;1,32653E+18;11/11/2020 14:38;beppo22;RT PauloAbrao Al menos 8 jvenes detenidos en una estacin de la polica de una ciudad del centro de Colombia murieron despus de sufrir
0;1,32653E+18;11/11/2020 14:37;JOTACE7777;RT PauloAbrao Al menos 8 jvenes detenidos en una estacin de la polica de una ciudad del centro de Colombia murieron despus de sufrir
0;1,32653E+18;11/11/2020 14:36;tomeguindelpina;RT Luar5901 DOS MUY MALOS HIJOS D LA PatriaGrande Presidente Brasil dice q la nacin deba dejar d ser un pas d maricones ante cor
0;1,32653E+18;11/11/2020 14:36;ferlopezarinez;RT PauloAbrao Al menos 8 jvenes detenidos en una estacin de la polica de una ciudad del centro de Colombia murieron despus de sufrir
0;1,32653E+18;11/11/2020 14:35;ZamoraSoyYo;RT Luar5901 DOS MUY MALOS HIJOS D LA PatriaGrande Presidente Brasil dice q la nacin deba dejar d ser un pas d maricones ante cor
0;1,32653E+18;11/11/2020 14:35;bcgilcor;RT Csanchezberzain Reunin con canciller ecuatoriano EEUU reiter su apoyo a Chile Colombia Ecuador y Per para enfrentarse a la
0;1,32653E+18;11/11/2020 14:35;Chela_289;RT luisyepesb As como debemos atender hoy los reclamos de papicultores hay que seguir apoyando iniciativas de pequeos cultivadores del
0;1,32653E+18;11/11/2020 14:35;DavidRa2207;RT Luar5901 DOS MUY MALOS HIJOS D LA PatriaGrande Presidente Brasil dice q la nacin deba dejar d ser un pas d maricones ante cor
0;1,32653E+18;11/11/2020 14:34;Diogotapuio;RT PauloAbrao Al menos 8 jvenes detenidos en una estacin de la polica de una ciudad del centro de Colombia murieron despus de sufrir
0;1,32653E+18;11/11/2020 14:34;JoseReyesPN;RT fronteravivanew 10Nov Fuerte lluvia cae a esta hora en las poblacin fronteriza de San Antonio Tachira y Villa del Rosari
0;1,32653E+18;11/11/2020 14:34;Ariasvilla;RT luisyepesb As como debemos atender hoy los reclamos de papicultores hay que seguir apoyando iniciativas de pequeos cultivadores del
0;1,32653E+18;11/11/2020 14:34;titamariaruiz;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32653E+18;11/11/2020 14:33;oskarciber;RT lanuevaprensaco Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que se m
0;1,32653E+18;11/11/2020 14:33;MujerOracion;RT PauloAbrao Al menos 8 jvenes detenidos en una estacin de la polica de una ciudad del centro de Colombia murieron despus de sufrir
0;1,32653E+18;11/11/2020 14:32;Elizabe64313909;RT KarenQuirogaA Karla y Karina fueron asesinadas el fin de semana pasado en el EdoMexFeminicidio tras feminicidio y las autoridades
0;1,32653E+18;11/11/2020 14:32;luisyepesb;RT luisyepesb As como debemos atender hoy los reclamos de papicultores hay que seguir apoyando iniciativas de pequeos cultivadores del
0;1,32653E+18;11/11/2020 14:32;PauloAbrao;Al menos 8 jvenes detenidos en una estacin de la polica de una ciudad del centro de Colombia murieron despus d
0;1,32653E+18;11/11/2020 14:32;JOTACE7777;RT Luar5901 DOS MUY MALOS HIJOS D LA PatriaGrande Presidente Brasil dice q la nacin deba dejar d ser un pas d maricones ante cor
0;1,32653E+18;11/11/2020 14:29;Luar5901;DOS MUY MALOS HIJOS D LA PatriaGrande Presidente Brasil dice q la nacin deba dejar d ser un pas d maricones
0;1,32653E+18;11/11/2020 14:28;cerati9;El agua es vida Tmala y disfrtala Medelln 11102020 TaqueriaMijita CentroComercialDelEste
0;1,32653E+18;11/11/2020 14:26;CurubaTech;De los 106 productos agropecuarios colombianos con acceso permitido a otros pases solo se exportan 36 ICA
0;1,32653E+18;11/11/2020 14:25;ippsascolombia;Segn ELTIEMPO Denuncias por corrupcin crecieron en promedio un 169 Fiscala entreg cifras al Congreso para
0;1,32653E+18;11/11/2020 14:24;Cristian7T;RT lanuevaprensaco Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que se m
0;1,32653E+18;11/11/2020 14:22;enyapraez;RT lanuevaprensaco Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que se m
0;1,32653E+18;11/11/2020 14:22;cadelapava;RT RedMasNoticias Video Preocupacin en Valle del Cauca por aumento de ocupacin en UCI de 48 a 60 en una semana Ampliacin
0;1,32653E+18;11/11/2020 14:21;errerre3;RT Contravia Colombia ATENCION Grave denuncia de ElEspectador La FiscaliaCol debe responder Denuncian que Fiscala y Centro d
0;1,32653E+18;11/11/2020 14:20;Oterosreportera;RT davosv2004 PorSiNoSabias Segn SSCCDMX STOS GRUPOS se disputan las actividades criminales extorsin cobro de piso ejecuciones
0;1,32653E+18;11/11/2020 14:20;jairo_a_morales;RT lanuevaprensaco Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que se m
0;1,32653E+18;11/11/2020 14:17;pame_j_aguirre;RT efeministaefe Denunciar la violencia contra las mujeres no depende slo de la vctima es responsabilidad de todo el que tenga conoc
0;1,32653E+18;11/11/2020 14:15;SantanderTravl;Cuando sientas que te mienten y ests en tierra santandereana no temas utilizar la expresin No hable paja as s
0;1,32653E+18;11/11/2020 14:14;lamonaconpelo;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32653E+18;11/11/2020 14:12;oscarabeja;MJDuzan Por fin una decisin inteligentefelicidades ya estamos cansados de periodistas que apoyan a las Farc y
0;1,32653E+18;11/11/2020 14:12;RedMasNoticias;Video Preocupacin en Valle del Cauca por aumento de ocupacin en UCI de 48 a 60 en una semana Amplia
0;1,32653E+18;11/11/2020 14:09;AndresEQuintero;RT lanuevaprensaco Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que se m
0;1,32653E+18;11/11/2020 14:07;byron6186;RT lanuevaprensaco Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que se m
0;1,32653E+18;11/11/2020 14:07;tello_willy;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32653E+18;11/11/2020 14:07;FROILANZ;RT lanuevaprensaco Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que se m
0;1,32653E+18;11/11/2020 14:06;RenzoDiputado;RT luisyepesb As como debemos atender hoy los reclamos de papicultores hay que seguir apoyando iniciativas de pequeos cultivadores del
0;1,32653E+18;11/11/2020 14:03;lanuevaprensaco;Las 3 teoras sobre quin mat a lvaro Gmez Hurtado el magnicidio que constern a Colombia hace 25 aos y que s
0;1,32653E+18;11/11/2020 14:03;Jhurtadoma;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32653E+18;11/11/2020 14:00;ConectandoN;El estudio RojkindArquitectos dio a conocer el diseo de un complejo vacacional que lleva por nombre Ummara en Val
0;1,32652E+18;11/11/2020 13:59;JorgeArciniegas;RT Asobolsa La reactivacin de la industria el comercio y las dems actividades empresariales en Colombia dependen de nuestro compromi
0;1,32652E+18;11/11/2020 13:58;caromejiao;RevistaSemana marthamonita Ese sujeto Montajealegre es de lo ms siniestro y peligroso que ha tenido la historia
0;1,32652E+18;11/11/2020 13:57;Asobolsa;La reactivacin de la industria el comercio y las dems actividades empresariales en Colombia dependen de nuestr
0;1,32652E+18;11/11/2020 13:57;FRubioTorgler;RT luisyepesb As como debemos atender hoy los reclamos de papicultores hay que seguir apoyando iniciativas de pequeos cultivadores del
0;1,32652E+18;11/11/2020 13:55;jacsmil1966;RT ArmadasColombia Colombia recuerden a DEFENDER NUESTRA DEMOCRACIA Seria sensacional aunque sea un dia sin escuchar las estupidece
0;1,32652E+18;11/11/2020 13:51;lavibrante;Hombre que habra abusado de una menor de edad en una zona enmontada fue enviado a la crcel Noticias lavibrante
0;1,32652E+18;11/11/2020 13:49;Axisk029;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32652E+18;11/11/2020 13:46;yaergo;RT Contravia Colombia ATENCION Grave denuncia de ElEspectador La FiscaliaCol debe responder Denuncian que Fiscala y Centro d
0;1,32652E+18;11/11/2020 13:45;cubanopacifico;RT fronteravivanew 10Nov Fuerte lluvia cae a esta hora en las poblacin fronteriza de San Antonio Tachira y Villa del Rosari
0;1,32652E+18;11/11/2020 13:42;YOLIMARPE;RT fronteravivanew 10Nov Frontera Fuertes precipitaciones caen en Ccuta Villa del Rosario y otros municipios del Norte de Santa
0;1,32652E+18;11/11/2020 13:40;lavibrante;Usted es un pobre HP Concejala animalista de Bogot a Jos Flix Lafaurie Noticias lavibrante AEstahora Leer
0;1,32652E+18;11/11/2020 13:39;Pittilin;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32652E+18;11/11/2020 13:39;mariaeu93993718;RT TachiraProtesta A ESTA HORA Sectores de San Antonio del Tachira se encuentran anegados tras las fuertes lluvias en las ltimas horas
0;1,32652E+18;11/11/2020 13:31;Aleocampo16;RT lorenzmurcia Y siguen negando que son defensores de NARCOASESINOSLos NARCOTERRORISTAS a la crcel y que la defensa sea para las ve
0;1,32652E+18;11/11/2020 13:30;alejovr90;En Colombia a duras penas una familia de estrato bajo o medio tiene con que comerse al mes un pedazo de carne y ha
0;1,32652E+18;11/11/2020 13:30;abordodemicamio;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32652E+18;11/11/2020 13:29;yariliv;RT fronteravivanew 10Nov Fuerte lluvia cae a esta hora en las poblacin fronteriza de San Antonio Tachira y Villa del Rosari
0;1,32652E+18;11/11/2020 13:29;mielesgonzalez;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32652E+18;11/11/2020 13:28;PachoRodriG;As inicia el dlar en Colombia Apertura 364500 ltimo 364000 Promedio 364073 mnimo 363720 mxi
0;1,32652E+18;11/11/2020 13:28;PoderMilitarven;RT fronteravivanew 10Nov Fuerte lluvia cae a esta hora en las poblacin fronteriza de San Antonio Tachira y Villa del Rosari
0;1,32652E+18;11/11/2020 13:26;SebastianaB;RT fronteravivanew 10Nov Fuerte lluvia cae a esta hora en las poblacin fronteriza de San Antonio Tachira y Villa del Rosari
0;1,32652E+18;11/11/2020 13:26;miksuka92;RT fronteravivanew 10Nov Frontera Fuertes precipitaciones caen en Ccuta Villa del Rosario y otros municipios del Norte de Santa
0;1,32652E+18;11/11/2020 13:25;BirmaniaEspejo;RT fronteravivanew 10Nov Frontera Fuertes precipitaciones caen en Ccuta Villa del Rosario y otros municipios del Norte de Santa
0;1,32652E+18;11/11/2020 13:24;hernantorres34;RT fronteravivanew 10Nov Frontera Fuertes precipitaciones caen en Ccuta Villa del Rosario y otros municipios del Norte de Santa
0;1,32652E+18;11/11/2020 13:24;anajvelez;RT GermanvalenCT El Jefe de FARC Ivn Cepeda al rastrear a sus enemigos polticos 1Viola ley de funciones del congreso porque no
0;1,32652E+18;11/11/2020 13:23;OleBergum;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32652E+18;11/11/2020 13:23;josraf;RT fronteravivanew 10Nov Frontera Fuertes precipitaciones caen en Ccuta Villa del Rosario y otros municipios del Norte de Santa
0;1,32652E+18;11/11/2020 13:21;SebastianaB;RT fronteravivanew 10Nov Frontera Fuertes precipitaciones caen en Ccuta Villa del Rosario y otros municipios del Norte de Santa
0;1,32652E+18;11/11/2020 13:20;dcarogomez;RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf
0;1,32652E+18;11/11/2020 13:20;LINACASVAL;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32652E+18;11/11/2020 13:20;lilianacalo;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32651E+18;11/11/2020 13:16;maito_MC583;Entre hampones se cuidanObserven el puesto q ostenta la narcotraficante de quin y quienes es cercana y as del
0;1,32651E+18;11/11/2020 13:15;Jonalex918;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32651E+18;11/11/2020 13:12;mavaco67;RT GermanvalenCT El Jefe de FARC Ivn Cepeda al rastrear a sus enemigos polticos 1Viola ley de funciones del congreso porque no
0;1,32651E+18;11/11/2020 13:10;Max_singer;RT milefg Una prensa libre puede ser buena o mala pero sin libertad la prensa nunca ser otra cosa que malaColombia paso a paso per
0;1,32651E+18;11/11/2020 13:10;RConfidencial;Recuperan predio ocupado ilegalmente en el Parque Tayronacolombia
0;1,32651E+18;11/11/2020 13:09;agerleinbalen;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32651E+18;11/11/2020 13:08;alejocabrera;El uribismo y la dictadorcita VickyDavilaH van a acabar con lo poco que queda de la RevistaSemana Una lstima po
0;1,32651E+18;11/11/2020 13:08;shadow1967;RT Csanchezberzain Reunin con canciller ecuatoriano EEUU reiter su apoyo a Chile Colombia Ecuador y Per para enfrentarse a la
0;1,32651E+18;11/11/2020 13:07;ParquesComoVan;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32651E+18;11/11/2020 13:07;jennycarolina81;RT crissgeithner Trabajando y encaminando proyectos para las comunidades vulnerables Se
0;1,32651E+18;11/11/2020 13:07;EfeGranada;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32651E+18;11/11/2020 13:07;lfsanchezme;RT Csanchezberzain Reunin con canciller ecuatoriano EEUU reiter su apoyo a Chile Colombia Ecuador y Per para enfrentarse a la
0;1,32651E+18;11/11/2020 13:06;TuiteroDavid;RT EdwBallesteros Al paso que vamos los que votamos No en el plebiscito seremos los culpables de que Santrich Marques y su grupo delin
0;1,32651E+18;11/11/2020 13:06;JCP0928;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32651E+18;11/11/2020 13:05;henry1henry195;RT Csanchezberzain Reunin con canciller ecuatoriano EEUU reiter su apoyo a Chile Colombia Ecuador y Per para enfrentarse a la
0;1,32651E+18;11/11/2020 13:03;EMPSII_SAS;Empsiinforma Noticias del sector Colombia La ANH anunci segunda ronda de adjudicacin de proyectos piloto par
0;1,32651E+18;11/11/2020 13:00;hammerjuan;RT Csanchezberzain Reunin con canciller ecuatoriano EEUU reiter su apoyo a Chile Colombia Ecuador y Per para enfrentarse a la
0;1,32651E+18;11/11/2020 12:58;zahircoelho;RT Csanchezberzain Reunin con canciller ecuatoriano EEUU reiter su apoyo a Chile Colombia Ecuador y Per para enfrentarse a la
0;1,32651E+18;11/11/2020 12:58;juan_heshusius;RT Csanchezberzain Reunin con canciller ecuatoriano EEUU reiter su apoyo a Chile Colombia Ecuador y Per para enfrentarse a la
0;1,32651E+18;11/11/2020 12:57;chezo86;RT EdwBallesteros Al paso que vamos los que votamos No en el plebiscito seremos los culpables de que Santrich Marques y su grupo delin
0;1,32651E+18;11/11/2020 12:57;kmilovillamizar;RT EdwBallesteros Al paso que vamos los que votamos No en el plebiscito seremos los culpables de que Santrich Marques y su grupo delin
0;1,32651E+18;11/11/2020 12:53;ricardocipago;RT pantallazosnot Nueva forma de buscar mercados acebrisas PROCOLOMBIACO MincomercioCo empresas Colombia infopresidencia ricardoc
0;1,32651E+18;11/11/2020 12:50;BomberosBGA;RT DNBomberosCol Lleg el da en unos minutos estaremos conectados con toda ColombiaTe esperamos en nuestro Live de Facebook y Yo
0;1,32651E+18;11/11/2020 12:47;PPRadio919;NoticiasPPRadio Los forneos incrementaron levemente sus tenencias de TES mientras que los fondos de pensiones vo
0;1,32651E+18;11/11/2020 12:44;ammejiaaguado;RT Contravia Colombia ATENCION Grave denuncia de ElEspectador La FiscaliaCol debe responder Denuncian que Fiscala y Centro d
0;1,32651E+18;11/11/2020 12:44;jaimefonseca24;El extremismo con su lanza o apndice de corrupcin est acabando con este pas no solo en lo pblico tambin est
0;1,32651E+18;11/11/2020 12:42;luisalbertors;RT Contravia Colombia ATENCION Grave denuncia de ElEspectador La FiscaliaCol debe responder Denuncian que Fiscala y Centro d
0;1,32651E+18;11/11/2020 12:42;MarioBu07740570;Culpa de su negligencia de ellos que dicen que un robo con Violencia solo es una contravencin menor
0;1,32651E+18;11/11/2020 12:41;CriistanchO_o;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,32651E+18;11/11/2020 12:41;JuanPabloMorris;RT Contravia Colombia ATENCION Grave denuncia de ElEspectador La FiscaliaCol debe responder Denuncian que Fiscala y Centro d
0;1,3265E+18;11/11/2020 12:39;vargas_leudys;RT luiscarrillo66 72 masacres en 2020 En Colombia 2 nuevas matanzas dejan 5 fallecidos a travs de Red Radio
0;1,3265E+18;11/11/2020 12:38;RuizMFranciscoJ;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,3265E+18;11/11/2020 12:37;DNBomberosCol;Lleg el da en unos minutos estaremos conectados con toda ColombiaTe esperamos en nuestro Live de Facebook
0;1,3265E+18;11/11/2020 12:36;Diegosasmo;RT SosSemana El 66 de la minera aluvial de oro en Colombia es ilegal Choc y Antioquia son los departamentos donde las imgenes satel
0;1,3265E+18;11/11/2020 12:32;CatyGold14;RT TachiraProtesta A ESTA HORA Sectores de San Antonio del Tachira se encuentran anegados tras las fuertes lluvias en las ltimas horas
2;1,32654E+18;11/11/2020 15:02;henryosoriotama;RT FabioASays Para los que estan celebrando victoria sin resultados certificados por ningun estado de la Union Les recuerdo 2000 que po
2;1,32654E+18;11/11/2020 15:02;LatamReady_ESP;Haz clic para agendar una llamada con los Expertos 1 en ERP y Cumplimento Tributario en Latinoamrica
2;1,32654E+18;11/11/2020 15:01;VictoriaMier2;RT ObsNalCiudadano En Edomex se registr un incremento en los robos a negocio y a transente en ViolenciaFamiliar Feminicidio Se
2;1,32654E+18;11/11/2020 15:01;frarivasONC;RT ObsNalCiudadano En Edomex se registr un incremento en los robos a negocio y a transente en ViolenciaFamiliar Feminicidio Se
2;1,32654E+18;11/11/2020 15:01;VQV_Futbol;Segn Antena2RCN el equipo de Colombia para recibir a Uruguay sera con Ospina Luis Manuel Orejuela Yerry
2;1,32654E+18;11/11/2020 15:00;EnchuleC;209 aos de libertad espero esa lucha sea ejemplo para no dejar que
2;1,32654E+18;11/11/2020 15:00;PaulaRush15;RT ArturoAroni Violencia estatal en Colombia Denuncian la muerte de nueve jvenes incinerados en una estacin policial InfoNodal https
2;1,32654E+18;11/11/2020 15:00;Ayahasofia;RT ArturoAroni Violencia estatal en Colombia Denuncian la muerte de nueve jvenes incinerados en una estacin policial InfoNodal https
2;1,32654E+18;11/11/2020 15:00;cepredey;La violencia puede ocurrir de distintas formas detenerla es responsabilidad de todas las personas
2;1,32654E+18;11/11/2020 15:00;olart13;RT MinAmbienteCo Ministro CarlosECorreaE visita Guaviare junto con VisionAmazonia InstitutoSINCHI CorporacionCDA OPIACAmazonia
2;1,32654E+18;11/11/2020 15:00;artemalvac;RT FolcloreEstilo FOLCLORE CON ESTILO Conocemos el Festival Internacional de Msica Llanera El Silbn a travs
2;1,32654E+18;11/11/2020 15:00;ObsNalCiudadano;En Edomex se registr un incremento en los robos a negocio y a transente en ViolenciaFamiliar Feminicidio
2;1,32654E+18;11/11/2020 15:00;vanguardiacom;Colombia 25 das despus de que la Procuradura alertara sobre inconvenientes en algunos tapabocas el Invima le
2;1,32654E+18;11/11/2020 14:59;LaPazColombiani;RT Rolitorolito12 Porque estos medios de comunicacin de Colombia como CanalRCN NoticiasRCN CaracolRadio CaracolTV NoticiasCarac
2;1,32654E+18;11/11/2020 14:59;MaritzaMaita3;RT luiscarrillo66 Colombia suma 7612 casos de coronavirus en 24 horasMximaProteccinSocial
2;1,32654E+18;11/11/2020 14:59;MilaTina200;RT ArturoAroni Violencia estatal en Colombia Denuncian la muerte de nueve jvenes incinerados en una estacin policial InfoNodal https
2;1,32654E+18;11/11/2020 14:59;Rolitorolito12;Porque estos medios de comunicacin de Colombia como CanalRCN NoticiasRCN CaracolRadio CaracolTV
2;1,32654E+18;11/11/2020 14:59;ManuelCortazar7;RT teleSURtv Fiscala de Colombia investigar un incendio ocurrido en septiembre pasado en una estacin policial del municipio de Soac
2;1,32654E+18;11/11/2020 14:59;RedMasNoticias;Video Anuncian subasta de energas renovables para reactivar la economa colombianaAmple la informacin
2;1,32654E+18;11/11/2020 14:58;MiguelCardozoM;Anatoma del prejuicio o Del farisesmo de una diversa alcaldesa a travs de
2;1,32654E+18;11/11/2020 14:58;YudelisCastro4;RT teleSURtv Fiscala de Colombia investigar un incendio ocurrido en septiembre pasado en una estacin policial del municipio de Soac
2;1,32654E+18;11/11/2020 14:58;FolcloreEstilo;FOLCLORE CON ESTILO Conocemos el Festival Internacional de Msica Llanera El Silbn a tra
2;1,32654E+18;11/11/2020 14:58;UnidadVictimas;El director de UnidadVictimas RamonRguezA participa en la Decimoctava Reunin de Expertos en Asistencia a las Vc
2;1,32654E+18;11/11/2020 14:58;AntonellaTroche;RT InformacionCABJ Campuzano en el entrenamiento de Colombia
2;1,32654E+18;11/11/2020 14:58;malugove;Colombia SOS Quin o quines pueden defender los DerechosHumanos de la comunidad de Ituango y Briceo si el
2;1,32654E+18;11/11/2020 14:57;almaguer_elio;RT teleSURtv Fiscala de Colombia investigar un incendio ocurrido en septiembre pasado en una estacin policial del municipio de Soac
2;1,32654E+18;11/11/2020 14:57;ChicleBoyacense;RT AnalisisUrbano ATENCIN BajoCaucaBajoFuego Antioquia ParamafiososAvanzan AGC LosCaparros Colombia En la madru
2;1,32654E+18;11/11/2020 14:57;Barreja;RT AnalisisUrbano ATENCIN BajoCaucaBajoFuego Antioquia ParamafiososAvanzan AGC LosCaparros Colombia En la madru
2;1,32654E+18;11/11/2020 14:56;linalymon;RT PNUDLAC Destacamos un estudio sobre las mujeres refugiadas y migrantes de Venezuela y sus condiciones de vida en Colombia Ec
2;1,32654E+18;11/11/2020 14:56;dario22;RT ArturoAroni Violencia estatal en Colombia Denuncian la muerte de nueve jvenes incinerados en una estacin policial InfoNodal https
2;1,32654E+18;11/11/2020 14:56;KrocInstitute;Los procesos de paz hay que verlos en perspectiva y leerlos como procesos de transicin y transformacin En
2;1,32654E+18;11/11/2020 14:56;SacudeteCol;ANIABELLOR Que orgullo HitRenteria Necesitamos millones de Renterias en Colombia Gracias
2;1,32654E+18;11/11/2020 14:56;JaoElvia;RT Mundubat Nury Martnez dirigente y presidenta de la organizacin campesina Fensuagro1976 en Colombia ha recibido amenazas de
2;1,32654E+18;11/11/2020 14:55;ozkcaa;El nico obstculo que tienes hacia tu futuro eres t mismo Nunca dejes de pensar como ganador LEST GO SCRU
2;1,32654E+18;11/11/2020 14:54;jeleonpineda;RT FabioASays Para los que estan celebrando victoria sin resultados certificados por ningun estado de la Union Les recuerdo 2000 que po
2;1,32654E+18;11/11/2020 14:54;go91fenix;RT ArturoAroni Violencia estatal en Colombia Denuncian la muerte de nueve jvenes incinerados en una estacin policial InfoNodal https
2;1,32654E+18;11/11/2020 14:54;andymunera;G R A F F I T O U R MEDELLINRECORRIDOEscaleras ElctricasGraffities Shows UrbanosMiradores GalerasAr
2;1,32654E+18;11/11/2020 14:54;Berard544;RT Alexrolapiz1 Las vidas colombianas importanColombianLivesMatter ConfioEn NosEstanMatando Colombia SOSColombiaDDHHColombian
2;1,32654E+18;11/11/2020 14:53;Len65751188;RT PanAmPostes Colombia Congreso colombiano frena legalizacin de la marihuana Lea la nota ac por Alvar
2;1,32654E+18;11/11/2020 14:53;AngelLusAvilaA1;RT teleSURtv Fiscala de Colombia investigar un incendio ocurrido en septiembre pasado en una estacin policial del municipio de Soac
2;1,32654E+18;11/11/2020 14:52;javiergomezmesa;RT AlejaPorrasC Dignidad Papera defini da puntos de concetracion y horarios en los que desarrollarn la movilizacin nacional para def
